-9.424777960769379348e+00,-9.083083433278101637e+00,-9.424777960769379348e+00,-1.181199087525073743e+01
-9.105293962099230143e+00,-4.739207607882855555e+00,-9.105293962099230143e+00,-8.972907184339655728e+00
-8.785809963429082714e+00,-2.826896050416126016e+00,-8.785809963429082714e+00,-2.451932556660719076e+00
-8.466325964758933509e+00,-1.224125645075008428e+00,-8.466325964758933509e+00,-4.071027266612989415e+00
-8.146841966088786080e+00,-8.812923293305994221e-01,-8.146841966088786080e+00,-2.470799392942557571e+00
-7.827357967418636875e+00,1.018484862870184138e+00,-7.827357967418636875e+00,-9.216977339696597049e-01
-7.507873968748488558e+00,-8.821044453754299797e-01,-7.507873968748488558e+00,1.801737684721268273e+00
-7.188389970078340241e+00,1.208060350077446277e+00,-7.188389970078340241e+00,-4.354641724845683015e+00
-6.868905971408191924e+00,1.738650220533521917e-01,-6.868905971408191924e+00,-7.061599489622252257e-01
-6.549421972738043607e+00,-5.642161625722148521e+00,-6.549421972738043607e+00,-7.653563402244850877e+00
-6.229937974067895290e+00,-4.519433555601011676e+00,-6.229937974067895290e+00,-3.226292567085893737e+00
-5.910453975397746973e+00,-7.860543856813587027e+00,-5.910453975397746973e+00,-8.282249883550008462e+00
-5.590969976727597768e+00,-8.683062117649278377e+00,-5.590969976727597768e+00,-5.822046427974445493e+00
-5.271485978057449451e+00,-6.761129659745777509e+00,-5.271485978057449451e+00,-9.006387489579083194e+00
-4.952001979387301134e+00,-1.276527232628492925e+01,-4.952001979387301134e+00,-8.087679677882027462e+00
-4.632517980717152817e+00,-1.214036242877106986e+01,-4.632517980717152817e+00,-1.247595298090161009e+01
-4.313033982047004500e+00,-1.164515506858675309e+01,-4.313033982047004500e+00,-9.807035112634167717e+00
-3.993549983376856183e+00,-4.670640049990181453e+00,-3.993549983376856183e+00,-9.657603040333563982e+00
-3.674065984706707866e+00,-3.592166376681594553e+00,-3.674065984706707866e+00,-6.966282250675533305e+00
-3.354581986036559549e+00,-1.473597289697911705e+00,-3.354581986036559549e+00,-6.732588294745937674e+00
-3.035097987366411232e+00,6.378415526214138431e-01,-3.035097987366411232e+00,-3.986604587250102139e+00
-2.715613988696262027e+00,5.006207527931696433e-01,-2.715613988696262027e+00,-2.193648235121206103e+00
-2.396129990026113710e+00,-1.040451120780281347e+00,-2.396129990026113710e+00,-3.821774182109313855e+00
-2.076645991355965393e+00,1.703631495528699302e+00,-2.076645991355965393e+00,1.087232097113649987e+00
-1.757161992685817076e+00,-2.702505817053573178e+00,-1.757161992685817076e+00,4.357833813099206699e-01
-1.437677994015668759e+00,9.667277691177902366e-01,-1.437677994015668759e+00,-1.654992943598758703e+00
-1.118193995345519554e+00,-2.609115559583349064e+00,-1.118193995345519554e+00,5.014780282022374136e-02
-7.987099966753721247e-01,2.886213583333431032e+00,-7.987099966753721247e-01,-3.068885260704564466e+00
-4.792259980052229196e-01,-1.053202315749431905e-01,-4.792259980052229196e-01,2.733669850678099866e-01
-1.597419993350754908e-01,-7.316992985260968307e-01,-1.597419993350754908e-01,2.870740504573736640e+00
1.597419993350737144e-01,-1.462959595057224504e+00,1.597419993350737144e-01,-1.084866212630347437e+00
4.792259980052211432e-01,2.619829338224514359e+00,4.792259980052211432e-01,1.872066171930769407e+00
7.987099966753703484e-01,1.064003482852923677e+00,7.987099966753703484e-01,-1.206463805832170832e+00
1.118193995345519554e+00,2.602837061324904333e+00,1.118193995345519554e+00,3.638089848074323562e+00
1.437677994015666982e+00,-5.058347890890573240e-01,1.437677994015666982e+00,1.388479258486864598e+00
1.757161992685816188e+00,4.307345666766666525e+00,1.757161992685816188e+00,1.266236721285345368e+00
2.076645991355963616e+00,4.677889303292390721e+00,2.076645991355963616e+00,4.498809787906022706e+00
2.396129990026112822e+00,4.839991301624721132e+00,2.396129990026112822e+00,6.622061468138777940e-01
2.715613988696260250e+00,6.943975330270999002e+00,2.715613988696260250e+00,6.140318985190171830e+00
3.035097987366409455e+00,4.630451225449275121e+00,3.035097987366409455e+00,-1.094225349272792691e-01
3.354581986036556884e+00,1.662036948663982550e+00,3.354581986036556884e+00,3.890197402221091227e+00
3.674065984706706089e+00,1.368092012678262082e+00,3.674065984706706089e+00,1.989241484280259709e-01
3.993549983376855295e+00,2.371539369418821597e+00,3.993549983376855295e+00,2.634479152786131984e+00
4.313033982047002723e+00,-2.739037585170133404e+00,4.313033982047002723e+00,3.574703929247045497e+00
4.632517980717151929e+00,1.182135442872123798e+00,4.632517980717151929e+00,-1.743959560607843740e+00
4.952001979387299357e+00,1.335944312431576408e+00,4.952001979387299357e+00,6.745805660293187067e-01
5.271485978057448563e+00,-1.224656244162622087e+00,5.271485978057448563e+00,1.446959347223364833e+00
5.590969976727595991e+00,-5.749500082676433088e-01,5.590969976727595991e+00,2.528329248684497266e+00
5.910453975397745197e+00,2.466098112180852286e+00,5.910453975397745197e+00,1.819671084195893407e+00
6.229937974067894402e+00,4.944342522554478592e+00,6.229937974067894402e+00,9.067610206575015042e+00
6.549421972738041831e+00,8.763969080898638353e+00,6.549421972738041831e+00,7.902469338296872259e+00
6.868905971408189259e+00,1.023624823559875452e+01,6.868905971408189259e+00,1.309089834866040647e+01
7.188389970078340241e+00,1.626104615117415264e+01,7.188389970078340241e+00,1.423878421198209843e+01
7.507873968748487670e+00,1.178484668851889339e+01,7.507873968748487670e+00,1.315259166926863266e+01
7.827357967418635099e+00,1.361407929890470214e+01,7.827357967418635099e+00,1.784852674415819962e+01
8.146841966088782527e+00,1.357597463266961313e+01,8.146841966088782527e+00,1.522234819340353340e+01
8.466325964758933509e+00,1.646610228172236745e+01,8.466325964758933509e+00,1.806206638324271196e+01
8.785809963429080938e+00,1.229842146171901618e+01,8.785809963429080938e+00,1.459429035239155148e+01
9.105293962099228366e+00,1.172923016170282651e+01,9.105293962099228366e+00,1.463720228469265194e+01
9.424777960769379348e+00,7.635757104780601878e+00,9.424777960769379348e+00,1.077249909131374395e+01
